name,year,imdb,metascore,votes,n_imdb
Gladiator,2000,8.5,67,1111808,85.0
Memento,2000,8.5,80,955770,85.0
Snatch,2000,8.3,55,670867,83.0
Requiem for a Dream,2000,8.3,68,648968,83.0
X-Men,2000,7.4,64,503073,74.0
Cast Away,2000,7.8,73,441404,78.0
American Psycho,2000,7.6,64,400628,76.0
Unbreakable,2000,7.2,62,288723,72.0
Meet the Parents,2000,7.0,73,280205,70.0
Mission: Impossible II,2000,6.1,59,265806,61.0
"O Brother, Where Art Thou?",2000,7.8,69,247232,78.0
Gone in Sixty Seconds,2000,6.5,35,234693,65.0
Wo hu cang long,2000,7.9,93,231134,79.0
The Patriot,2000,7.2,63,225782,72.0
Almost Famous,2000,7.9,90,224052,79.0
Pitch Black,2000,7.1,49,206155,71.0
Scary Movie,2000,6.2,48,203416,62.0
"Me, Myself & Irene",2000,6.6,49,200130,66.0
Final Destination,2000,6.7,36,198610,67.0
The Beach,2000,6.6,43,195841,66.0
Amores perros,2000,8.1,83,192457,81.0
Traffic,2000,7.6,86,179790,76.0
Remember the Titans,2000,7.8,48,175171,78.0
What Women Want,2000,6.4,47,172226,64.0
How the Grinch Stole Christmas,2000,6.1,46,164465,61.0
Chocolat,2000,7.3,64,161296,73.0
Charlie's Angels,2000,5.5,52,155363,55.0
Miss Congeniality,2000,6.2,43,155157,62.0
Chicken Run,2000,7.0,88,154004,70.0
High Fidelity,2000,7.5,79,152578,75.0
Batoru rowaiaru,2000,7.7,81,150756,77.0
Erin Brockovich,2000,7.3,73,148721,73.0
The Emperor's New Groove,2000,7.3,70,146079,73.0
Road Trip,2000,6.5,55,142533,65.0
The Perfect Storm,2000,6.4,59,141195,64.0
"Dude, Where's My Car?",2000,5.5,30,123732,55.0
Hollow Man,2000,5.7,24,109460,57.0
Scream 3,2000,5.5,56,107452,55.0
Billy Elliot,2000,7.7,74,106493,77.0
The 6th Day,2000,5.9,49,106255,59.0
Shanghai Noon,2000,6.6,77,105506,66.0
What Lies Beneath,2000,6.6,51,105155,66.0
Pay It Forward,2000,7.2,40,103105,72.0
The Whole Nine Yards,2000,6.7,47,97512,67.0
Coyote Ugly,2000,5.6,27,96736,56.0
Men of Honor,2000,7.2,56,96467,72.0
The Family Man,2000,6.7,42,92553,67.0
Faa yeung nin wa,2000,8.1,85,91209,81.0
Frequency,2000,7.4,67,89527,74.0
Bedazzled,2000,6.0,49,87405,60.0
Dancer in the Dark,2000,8.0,61,87260,80.0
Little Nicky,2000,5.3,38,86840,53.0
The Cell,2000,6.3,40,85588,63.0
Finding Forrester,2000,7.3,62,76512,73.0
Bring It On,2000,6.0,52,76301,60.0
Malèna,2000,7.5,54,73709,75.0
Big Momma's House,2000,5.1,33,72339,51.0
U-571,2000,6.6,62,69644,66.0
Battlefield Earth,2000,2.4,9,69173,24.0
The Road to El Dorado,2000,6.9,51,68191,69.0
Space Cowboys,2000,6.4,73,64910,64.0
Mission to Mars,2000,5.6,34,64448,56.0
Shaft,2000,5.9,50,62480,59.0
Romeo Must Die,2000,6.1,52,60665,61.0
Wonder Boys,2000,7.4,73,57103,74.0
The Gift,2000,6.7,62,56074,67.0
Titan A.E.,2000,6.6,48,54629,66.0
Vertical Limit,2000,5.9,48,52985,59.0
Les rivières pourpres,2000,6.9,49,52132,69.0
The Replacements,2000,6.5,30,51834,65.0
Proof of Life,2000,6.2,45,51512,62.0
Red Planet,2000,5.7,34,50597,57.0
Best in Show,2000,7.5,78,49136,75.0
The Legend of Bagger Vance,2000,6.7,47,48667,67.0
Thirteen Days,2000,7.3,67,48454,73.0
Quills,2000,7.3,70,47382,73.0
Sexy Beast,2000,7.3,79,47180,73.0
Keeping the Faith,2000,6.4,60,46719,64.0
Boiler Room,2000,7.0,63,44511,70.0
Dinosaur,2000,6.5,56,43455,65.0
Nueve reinas,2000,7.9,80,42781,79.0
Nutty Professor II: The Klumps,2000,4.4,38,42682,44.0
Rules of Engagement,2000,6.4,45,39988,64.0
28 Days,2000,6.0,46,37806,60.0
The Kid,2000,6.1,45,36622,61.0
Shadow of the Vampire,2000,6.9,71,36224,69.0
Ginger Snaps,2000,6.8,70,36026,68.0
Tigerland,2000,7.0,55,35134,70.0
Reindeer Games,2000,5.7,37,33683,57.0
Small Time Crooks,2000,6.7,69,33390,67.0
Chopper,2000,7.2,65,33356,72.0
Book of Shadows: Blair Witch 2,2000,4.0,15,32112,40.0
Nurse Betty,2000,6.2,69,31126,62.0
Next Friday,2000,6.1,41,30943,61.0
102 Dalmatians,2000,4.9,35,29372,49.0
Get Carter,2000,5.1,24,29321,51.0
Dracula 2000,2000,4.9,26,29098,49.0
Dungeons & Dragons,2000,3.7,14,29026,37.0
Where the Heart Is,2000,6.8,30,28944,68.0
The Way of the Gun,2000,6.7,49,28926,67.0
The Skulls,2000,5.6,24,28493,56.0
The Art of War,2000,5.7,30,26468,57.0
Vampire Hunter D: Bloodlust,2000,7.7,62,25051,77.0
You Can Count on Me,2000,7.7,85,24856,77.0
Pollock,2000,7.0,77,24549,70.0
Loser,2000,5.3,35,24270,53.0
The Watcher,2000,5.3,22,23394,53.0
Before Night Falls,2000,7.3,85,22023,73.0
Autumn in New York,2000,5.5,24,21993,55.0
Gongdong gyeongbi guyeok JSA,2000,7.9,58,21545,79.0
The Contender,2000,7.0,59,21395,70.0
Brother,2000,7.2,47,19867,72.0
Under Suspicion,2000,6.5,43,19613,65.0
The Million Dollar Hotel,2000,5.9,25,19349,59.0
State and Main,2000,6.8,75,19036,68.0
Tillsammans,2000,7.5,84,18696,75.0
Bounce,2000,5.7,52,18541,57.0
Im Juli,2000,7.8,71,18264,78.0
My Dog Skip,2000,7.0,61,17679,70.0
The Adventures of Rocky & Bullwinkle,2000,4.2,36,17637,42.0
Highlander: Endgame,2000,4.6,21,17502,46.0
Return to Me,2000,6.9,54,17456,69.0
The Yards,2000,6.4,58,17447,64.0
The Flintstones in Viva Rock Vegas,2000,3.6,27,17284,36.0
Center Stage,2000,6.7,52,16794,67.0
Blinkende lygter,2000,7.7,47,16415,77.0
Dr. T & the Women,2000,4.6,64,16350,46.0
Saving Grace,2000,6.9,62,16231,69.0
Love & Basketball,2000,7.2,70,15746,72.0
Supernova,2000,4.8,19,15602,48.0
Baise-moi,2000,4.5,35,15423,45.0
Yi yi,2000,8.1,93,15171,81.0
Boys and Girls,2000,5.4,29,14590,54.0
The Tigger Movie,2000,6.3,53,14534,63.0
Sånger från andra våningen,2000,7.7,76,14518,77.0
Urban Legends: Final Cut,2000,4.2,16,14044,42.0
The Dish,2000,7.2,74,13637,72.0
Der Krieger und die Kaiserin,2000,7.6,64,13451,76.0
The Man Who Cried,2000,6.2,40,13213,62.0
Gossip,2000,5.9,31,13189,59.0
Down to You,2000,4.9,13,13030,49.0
Bless the Child,2000,5.1,17,12821,51.0
Ready to Rumble,2000,5.3,23,12395,53.0
Drowning Mona,2000,5.6,25,12276,56.0
Cecil B. DeMented,2000,6.2,57,12062,62.0
All the Pretty Horses,2000,5.8,55,12011,58.0
Italiensk for begyndere,2000,7.1,77,11908,71.0
Gangster No. 1,2000,6.8,60,11668,68.0
Animal Factory,2000,6.6,65,11394,66.0
The Ladies Man,2000,5.1,22,11337,51.0
Seom,2000,7.1,61,11065,71.0
Blood: The Last Vampire,2000,6.7,44,10847,67.0
Hanging Up,2000,4.8,33,10802,48.0
Anatomie,2000,6.1,33,10683,61.0
Snow Day,2000,5.0,34,10160,50.0
Werckmeister harmóniák,2000,8.3,92,10155,83.0
The Next Best Thing,2000,4.7,25,9843,47.0
Lost Souls,2000,4.8,16,9805,48.0
Code inconnu: Récit incomplet de divers voyages,2000,7.2,74,9659,72.0
Bait,2000,5.8,39,9631,58.0
Rugrats in Paris: The Movie - Rugrats II,2000,6.1,62,9223,61.0
The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1389480,88.0
A Beautiful Mind,2001,8.2,72,704712,82.0
"Monsters, Inc.",2001,8.1,78,672496,81.0
Donnie Darko,2001,8.1,88,652460,81.0
Amélie,2001,8.3,69,603630,83.0
Shrek,2001,7.9,84,518920,79.0
Harry Potter and the Sorcerer's Stone,2001,7.6,64,516536,76.0
Sen to Chihiro no kamikakushi,2001,8.6,96,495438,86.0
Ocean's Eleven,2001,7.8,74,444419,78.0
Training Day,2001,7.7,69,335821,77.0
Black Hawk Down,2001,7.7,74,320584,77.0
The Fast and the Furious,2001,6.7,58,301738,67.0
The Others,2001,7.6,74,296899,76.0
Pearl Harbor,2001,6.1,44,278288,61.0
Mulholland Dr.,2001,8.0,83,270712,80.0
The Mummy Returns,2001,6.3,48,268966,63.0
Artificial Intelligence: AI,2001,7.1,65,261188,71.0
Jurassic Park III,2001,5.9,42,245817,59.0
Moulin Rouge!,2001,7.6,66,241319,76.0
The Royal Tenenbaums,2001,7.6,76,230595,76.0
Hannibal,2001,6.8,57,225340,68.0
Vanilla Sky,2001,6.9,45,222417,69.0
Zoolander,2001,6.6,61,219341,66.0
American Pie 2,2001,6.4,43,215167,64.0
Blow,2001,7.6,52,214430,76.0
Enemy at the Gates,2001,7.6,53,210653,76.0
Planet of the Apes,2001,5.7,50,193590,57.0
Rush Hour 2,2001,6.6,48,174656,66.0
Lara Croft: Tomb Raider,2001,5.8,33,171561,58.0
Swordfish,2001,6.5,32,163621,65.0
K-PAX,2001,7.4,49,161139,74.0
Legally Blonde,2001,6.2,59,149685,62.0
A Knight's Tale,2001,6.9,56,149070,69.0
Jay and Silent Bob Strike Back,2001,6.9,51,135861,69.0
From Hell,2001,6.8,54,133854,68.0
I Am Sam,2001,7.6,28,130693,76.0
Scary Movie 2,2001,5.3,29,130634,53.0
Spy Game,2001,7.1,63,129263,71.0
Shallow Hal,2001,5.9,48,116396,59.0
The Score,2001,6.8,71,108568,68.0
Evolution,2001,6.1,40,108373,61.0
The Princess Diaries,2001,6.3,52,106564,63.0
Ghost World,2001,7.4,88,103074,74.0
Y tu mamá también,2001,7.7,88,99524,77.0
Rat Race,2001,6.4,52,98807,64.0
Jeepers Creepers,2001,6.1,49,97504,61.0
Serendipity,2001,6.9,52,93729,69.0
The Mexican,2001,6.1,43,93164,61.0
Spy Kids,2001,5.4,71,92961,54.0
The Man Who Wasn't There,2001,7.6,73,92283,76.0
Behind Enemy Lines,2001,6.4,49,91793,64.0
Not Another Teen Movie,2001,5.7,32,86363,57.0
Lagaan: Once Upon a Time in India,2001,8.2,84,84912,82.0
Ali,2001,6.8,65,84558,68.0
Das Experiment,2001,7.8,60,84198,78.0
Atlantis: The Lost Empire,2001,6.8,52,83981,68.0
The One,2001,5.9,25,82616,59.0
Super Troopers,2001,7.1,48,82467,71.0
Sweet November,2001,6.7,27,76238,67.0
Final Fantasy: The Spirits Within,2001,6.4,49,76095,64.0
Monster's Ball,2001,7.1,69,75734,71.0
Kate & Leopold,2001,6.4,44,70443,64.0
Thir13en Ghosts,2001,5.6,30,70369,56.0
Gosford Park,2001,7.3,90,69799,73.0
The Wedding Planner,2001,5.3,33,67104,53.0
Frailty,2001,7.3,64,66951,73.0
Along Came a Spider,2001,6.3,42,64083,63.0
Siu Lam juk kau,2001,7.3,68,63493,73.0
The Last Castle,2001,6.9,43,61312,69.0
Bandits,2001,6.5,60,60191,65.0
Joy Ride,2001,6.6,75,57401,66.0
Kiss of the Dragon,2001,6.6,58,56125,66.0
Le pacte des loups,2001,7.1,57,55953,71.0
Waking Life,2001,7.8,82,54207,78.0
El espinazo del diablo,2001,7.5,78,53454,75.0
Save the Last Dance,2001,6.2,53,51582,62.0
The Animal,2001,4.8,43,51013,48.0
America's Sweethearts,2001,5.7,44,50347,57.0
Cats & Dogs,2001,5.1,47,49893,51.0
Original Sin,2001,6.0,33,48231,60.0
The Majestic,2001,6.9,27,47854,69.0
Session 9,2001,6.5,58,47430,65.0
Heartbreakers,2001,6.2,47,46918,62.0
How High,2001,6.3,29,46711,63.0
The Pledge,2001,6.8,71,46538,68.0
Wet Hot American Summer,2001,6.7,42,46453,67.0
Ghosts of Mars,2001,4.9,35,46020,49.0
Koroshiya 1,2001,7.1,55,45968,71.0
La pianiste,2001,7.5,79,45075,75.0
Joe Dirt,2001,5.9,20,44996,59.0
15 Minutes,2001,6.1,34,44932,61.0
The 51st State,2001,6.3,23,44761,63.0
Don't Say a Word,2001,6.3,38,43326,63.0
Jason X,2001,4.4,25,43120,44.0
Freddy Got Fingered,2001,4.5,13,41758,45.0
Life as a House,2001,7.5,45,40745,75.0
No Man's Land,2001,8.0,84,40305,80.0
3000 Miles to Graceland,2001,5.9,21,40105,59.0
Rock Star,2001,6.2,54,36960,62.0
Dr. Dolittle 2,2001,4.7,49,36959,47.0
Driven,2001,4.5,29,36206,45.0
Cowboy Bebop: Tengoku no tobira,2001,7.9,61,36016,79.0
Saving Silverman,2001,5.9,22,35217,59.0
The Curse of the Jade Scorpion,2001,6.8,52,34447,68.0
In the Bedroom,2001,7.5,86,34195,75.0
Black Knight,2001,4.8,32,33516,48.0
The Believer,2001,7.2,75,33067,72.0
Hearts in Atlantis,2001,6.9,55,32644,69.0
Wasabi,2001,6.7,53,32339,67.0
Mean Machine,2001,6.5,45,31721,65.0
Lucía y el sexo,2001,7.2,65,31613,72.0
Bully,2001,7.0,45,31187,70.0
The Shipping News,2001,6.8,47,30082,68.0
Captain Corelli's Mandolin,2001,5.9,36,29898,59.0
Heist,2001,6.5,66,29671,65.0
Exit Wounds,2001,5.5,39,29172,55.0
Hedwig and the Angry Inch,2001,7.8,85,28135,78.0
Osmosis Jones,2001,6.3,57,27810,63.0
The Glass House,2001,5.8,34,27580,58.0
Bubble Boy,2001,5.6,41,27379,56.0
One Night at McCool's,2001,6.1,46,26772,61.0
Antitrust,2001,6.1,31,26630,61.0
Jimmy Neutron: Boy Genius,2001,6.0,65,26466,60.0
The Tailor of Panama,2001,6.1,66,25361,61.0
Hard Ball,2001,6.4,48,24309,64.0
Riding in Cars with Boys,2001,6.5,43,24259,65.0
Birthday Girl,2001,6.1,51,22626,61.0
Domestic Disturbance,2001,5.5,29,22493,55.0
Crazy/Beautiful,2001,6.5,61,22441,65.0
Valentine,2001,4.7,18,21869,47.0
Buffalo Soldiers,2001,6.9,56,21570,69.0
Someone Like You...,2001,6.1,32,21393,61.0
Crocodile Dundee in Los Angeles,2001,4.8,37,21261,48.0
Monsoon Wedding,2001,7.4,77,21187,74.0
Impostor,2001,6.2,33,21013,62.0
Knockaround Guys,2001,6.1,30,20707,61.0
Angel Eyes,2001,5.6,39,20480,56.0
Glitter,2001,2.2,14,20197,22.0
Down to Earth,2001,5.4,32,19952,54.0
Josie and the Pussycats,2001,5.4,47,19822,54.0
Enigma,2001,6.4,64,18630,64.0
Lost and Delirious,2001,7.0,53,18198,70.0
Metoroporisu,2001,7.3,75,18196,73.0
O,2001,6.2,53,17988,62.0
Sennen joyû,2001,7.9,70,17586,79.0
Lantana,2001,7.3,84,17269,73.0
Tape,2001,7.3,71,16938,73.0
Get Over It,2001,5.8,52,16403,58.0
Just Visiting,2001,5.8,38,16402,58.0
Human Nature,2001,6.4,56,16243,64.0
Tomcats,2001,5.3,15,16090,53.0
Storytelling,2001,6.9,50,15992,69.0
La stanza del figlio,2001,7.4,73,15849,74.0
Made,2001,6.4,62,15748,64.0
Iris,2001,7.1,76,15656,71.0
Out Cold,2001,6.3,22,15316,63.0
Monkeybone,2001,4.7,40,15234,47.0
Le placard,2001,7.1,72,15032,71.0
Kissing Jessica Stein,2001,6.6,72,14776,66.0
Summer Catch,2001,5.0,21,13785,50.0
What's the Worst That Could Happen?,2001,5.5,37,13481,55.0
Kairo,2001,6.6,70,13335,66.0
The Musketeer,2001,4.7,27,13298,47.0
Elling,2001,7.6,70,13028,76.0
The Lord of the Rings: The Two Towers,2002,8.7,87,1239924,87.0
Catch Me If You Can,2002,8.1,75,638326,81.0
Spider-Man,2002,7.3,73,599035,73.0
Cidade de Deus,2002,8.6,79,595846,86.0
The Pianist,2002,8.5,85,578097,85.0
Star Wars: Episode II - Attack of the Clones,2002,6.6,54,532478,66.0
The Bourne Identity,2002,7.9,68,450539,79.0
Harry Potter and the Chamber of Secrets,2002,7.4,63,447037,74.0
Minority Report,2002,7.7,80,440691,77.0
Ice Age,2002,7.5,60,367370,75.0
Gangs of New York,2002,7.5,72,348833,75.0
28 Days Later...,2002,7.6,73,326983,76.0
Signs,2002,6.7,59,297188,67.0
Men in Black II,2002,6.1,49,290088,61.0
Equilibrium,2002,7.5,33,282523,75.0
The Ring,2002,7.1,57,281522,71.0
The Transporter,2002,6.8,51,257336,68.0
Insomnia,2002,7.2,78,240427,72.0
Phone Booth,2002,7.1,56,226033,71.0
Panic Room,2002,6.8,65,224799,68.0
Resident Evil,2002,6.7,33,220176,67.0
Red Dragon,2002,7.2,60,219731,72.0
Road to Perdition,2002,7.7,72,217657,77.0
8 Mile,2002,7.1,77,211402,71.0
Chicago,2002,7.2,82,189467,72.0
Die Another Day,2002,6.1,56,182467,61.0
A Walk to Remember,2002,7.4,35,178415,74.0
Blade II,2002,6.7,52,175188,67.0
Austin Powers in Goldmember,2002,6.2,62,174834,62.0
Ying xiong,2002,7.9,85,159591,79.0
xXx,2002,5.9,48,158602,59.0
25th Hour,2002,7.7,67,157951,77.0
Adaptation.,2002,7.7,83,156973,77.0
About a Boy,2002,7.1,75,153283,71.0
Lilo & Stitch,2002,7.2,73,135565,72.0
Bowling for Columbine,2002,8.0,72,130220,80.0
Punch-Drunk Love,2002,7.3,78,122498,73.0
Mr. Deeds,2002,5.8,24,120281,58.0
Reign of Fire,2002,6.2,39,114780,62.0
We Were Soldiers,2002,7.2,65,114247,72.0
The Count of Monte Cristo,2002,7.8,61,113634,78.0
About Schmidt,2002,7.2,85,113519,72.0
The Scorpion King,2002,5.5,45,113196,55.0
The Hours,2002,7.6,80,110765,76.0
My Big Fat Greek Wedding,2002,6.6,62,109387,66.0
The Time Machine,2002,5.9,42,109223,59.0
John Q,2002,7.1,30,108590,71.0
One Hour Photo,2002,6.8,64,103752,68.0
Mou gaan dou,2002,8.1,75,103160,81.0
Irréversible,2002,7.4,51,97605,74.0
Bend It Like Beckham,2002,6.7,66,95733,67.0
Van Wilder,2002,6.4,26,94473,64.0
Two Weeks Notice,2002,6.1,42,93409,61.0
Hable con ella,2002,8.0,86,93084,80.0
The Sum of All Fears,2002,6.4,45,92380,64.0
Sweet Home Alabama,2002,6.2,45,90753,62.0
Treasure Planet,2002,7.1,60,82556,71.0
Ghost Ship,2002,5.5,28,81996,55.0
The Hot Chick,2002,5.5,29,80773,55.0
Scooby-Doo,2002,5.0,35,79913,50.0
Confessions of a Dangerous Mind,2002,7.1,67,75867,71.0
Analyze That,2002,5.9,37,74613,59.0
Maid in Manhattan,2002,5.1,45,74393,51.0
Secretary,2002,7.0,63,73436,70.0
Jackass: The Movie,2002,6.6,42,73039,66.0
Solaris,2002,6.2,65,71910,62.0
Unfaithful,2002,6.7,63,69288,67.0
Frida,2002,7.4,61,69226,74.0
The Tuxedo,2002,5.3,30,68530,53.0
The Mothman Prophecies,2002,6.5,52,68153,65.0
Cabin Fever,2002,5.6,56,66818,56.0
Collateral Damage,2002,5.5,33,65692,55.0
40 Days and 40 Nights,2002,5.6,53,65104,56.0
Star Trek: Nemesis,2002,6.4,51,63934,64.0
Changing Lanes,2002,6.5,69,61268,65.0
Windtalkers,2002,6.0,51,59797,60.0
Showtime,2002,5.5,32,55442,55.0
S1m0ne,2002,6.1,49,54646,61.0
K-19: The Widowmaker,2002,6.7,58,52948,67.0
Spirit: Stallion of the Cimarron,2002,7.1,52,52037,71.0
Boksuneun naui geot,2002,7.7,56,51997,77.0
Spy Kids 2: Island of Lost Dreams,2002,5.1,66,50419,51.0
The Sweetest Thing,2002,5.1,32,49510,51.0
Queen of the Damned,2002,5.3,30,47080,53.0
Eight Legged Freaks,2002,5.4,53,47073,54.0
Murder by Numbers,2002,6.1,50,47030,61.0
Hart's War,2002,6.3,49,46577,63.0
The Rules of Attraction,2002,6.7,50,46392,67.0
I Spy,2002,5.4,35,44476,54.0
Orange County,2002,6.2,48,43493,62.0
Bad Company,2002,5.6,37,41770,56.0
Stuart Little 2,2002,5.4,66,41700,54.0
Bubba Ho-Tep,2002,7.1,57,41267,71.0
The Santa Clause 2,2002,5.6,48,40788,56.0
The Good Girl,2002,6.5,71,40101,65.0
Kung Pow: Enter the Fist,2002,6.2,14,40084,62.0
Far from Heaven,2002,7.4,84,39125,74.0
Lilja 4-ever,2002,7.9,82,38168,79.0
In America,2002,7.8,76,38078,78.0
Blood Work,2002,6.4,64,37272,64.0
Dirty Pretty Things,2002,7.4,78,37120,74.0
L'auberge espagnole,2002,7.3,65,36445,73.0
Whale Rider,2002,7.6,80,36262,76.0
Death to Smoochy,2002,6.4,38,36144,64.0
Narc,2002,7.2,70,35729,72.0
Crossroads,2002,3.4,27,35597,34.0
Ju-on,2002,6.7,48,35022,67.0
Spun,2002,6.8,41,33782,68.0
Enough,2002,5.7,25,33663,57.0
Dragonfly,2002,6.1,25,33575,61.0
High Crimes,2002,6.3,48,33441,63.0
Spider,2002,6.8,83,32238,68.0
Big Fat Liar,2002,5.4,36,31094,54.0
Undercover Brother,2002,5.8,69,30896,58.0
The New Guy,2002,5.9,24,30424,59.0
Femme Fatale,2002,6.3,59,30420,63.0
Igby Goes Down,2002,7.0,72,30167,70.0
Halloween: Resurrection,2002,4.1,19,30030,41.0
Drumline,2002,5.7,63,30005,57.0
The Four Feathers,2002,6.5,49,29903,65.0
May,2002,6.7,58,29026,67.0
24 Hour Party People,2002,7.4,85,28990,74.0
Antwone Fisher,2002,7.3,62,28875,73.0
The Rookie,2002,7.0,72,28493,70.0
Boat Trip,2002,4.9,18,28218,49.0
The Salton Sea,2002,7.2,41,27795,72.0
Blue Crush,2002,5.6,61,27497,56.0
White Oleander,2002,7.2,61,27097,72.0
Gin gwai,2002,6.7,66,26054,67.0
8 femmes,2002,7.1,64,25659,71.0
Undisputed,2002,6.2,58,25135,62.0
The Quiet American,2002,7.1,84,25092,71.0
Barbershop,2002,6.3,66,25082,63.0
Rabbit-Proof Fence,2002,7.5,80,24898,75.0
The Magdalene Sisters,2002,7.8,83,23696,78.0
Hollywood Ending,2002,6.6,46,23484,66.0
Rollerball,2002,3.0,14,23221,30.0
City by the Sea,2002,6.1,50,22451,61.0
Snow Dogs,2002,5.1,29,22186,51.0
Friday After Next,2002,5.8,35,21767,58.0
The Adventures of Pluto Nash,2002,3.8,12,21548,38.0
Heaven,2002,7.1,68,21501,71.0
Bloody Sunday,2002,7.7,90,21177,77.0
Trapped,2002,6.2,42,20965,62.0
Life or Something Like It,2002,5.8,31,20959,58.0
The Importance of Being Earnest,2002,6.9,60,20237,69.0
Tasogare Seibei,2002,8.1,82,19492,81.0
Eight Crazy Nights,2002,5.3,23,19391,53.0
Mies vailla menneisyyttä,2002,7.7,84,19280,77.0
Tuck Everlasting,2002,6.7,66,19262,67.0
The Master of Disguise,2002,3.3,12,19240,33.0
Below,2002,6.2,55,19068,62.0
Dark Blue,2002,6.6,57,18486,66.0
Big Trouble,2002,6.5,47,18355,65.0
Feardotcom,2002,3.3,16,18020,33.0
Darkness,2002,5.4,15,17575,54.0
Ballistic: Ecks vs. Sever,2002,3.6,19,17466,36.0
Swimfan,2002,5.0,29,17310,50.0
À la folie... pas du tout,2002,7.2,63,17186,72.0
Like Mike,2002,5.2,47,16493,52.0
Divine Secrets of the Ya-Ya Sisterhood,2002,6.0,48,16336,60.0
Gerry,2002,6.2,54,16152,62.0
Russkiy kovcheg,2002,7.4,86,16048,74.0
Roger Dodger,2002,7.0,75,15939,70.0
The Emperor's Club,2002,6.9,49,15264,69.0
Serving Sara,2002,5.3,18,15262,53.0
Return to Never Land,2002,5.8,49,15089,58.0
Uzak,2002,7.7,84,14443,77.0
Dolls,2002,7.7,71,14283,77.0
The Guru,2002,5.4,47,14056,54.0
Laurel Canyon,2002,6.4,61,13956,64.0
The Lord of the Rings: The Return of the King,2003,8.9,94,1369737,89.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,904073,80.0
Kill Bill: Vol. 1,2003,8.1,69,831184,81.0
Finding Nemo,2003,8.1,90,794800,81.0
The Matrix Reloaded,2003,7.2,62,454375,72.0
X2,2003,7.5,68,450651,75.0
Oldeuboi,2003,8.4,74,414805,84.0
The Matrix Revolutions,2003,6.7,47,394058,67.0
Big Fish,2003,8.0,58,374986,80.0
Mystic River,2003,8.0,84,368570,80.0
Love Actually,2003,7.6,55,358438,76.0
Lost in Translation,2003,7.8,89,352815,78.0
The Last Samurai,2003,7.7,55,347763,77.0
Terminator 3: Rise of the Machines,2003,6.3,66,331668,63.0
Bruce Almighty,2003,6.7,46,326366,67.0
The Italian Job,2003,7.0,68,307731,70.0
Underworld,2003,7.0,42,229025,70.0
The School of Rock,2003,7.1,82,228930,71.0
Hulk,2003,5.7,54,228109,57.0
2 Fast 2 Furious,2003,5.9,38,216098,59.0
21 Grams,2003,7.7,70,203668,77.0
Identity,2003,7.3,64,196620,73.0
Old School,2003,7.1,54,196269,71.0
Bad Boys II,2003,6.6,38,194137,66.0
Daredevil,2003,5.3,42,188649,53.0
Anger Management,2003,6.2,52,183018,62.0
Master and Commander: The Far Side of the World,2003,7.4,81,181415,74.0
How to Lose a Guy in 10 Days,2003,6.4,45,176892,64.0
American Wedding,2003,6.3,43,174390,63.0
Elf,2003,6.9,64,172045,69.0
The League of Extraordinary Gentlemen,2003,5.8,30,150880,58.0
Once Upon a Time in Mexico,2003,6.4,56,139255,64.0
Final Destination 2,2003,6.2,38,132110,62.0
S.W.A.T.,2003,6.0,45,126954,60.0
Cold Mountain,2003,7.2,73,126443,72.0
Johnny English,2003,6.1,51,123689,61.0
Good Bye Lenin!,2003,7.7,68,123513,77.0
Bad Santa,2003,7.1,70,121801,71.0
Scary Movie 3,2003,5.5,49,121234,55.0
The Recruit,2003,6.6,56,120348,66.0
Dogville,2003,8.0,60,118248,80.0
The Texas Chainsaw Massacre,2003,6.2,38,116975,62.0
Monster,2003,7.3,74,116910,73.0
Matchstick Men,2003,7.3,61,113628,73.0
Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,112578,55.0
Charlie's Angels: Full Throttle,2003,4.8,48,107612,48.0
Freaky Friday,2003,6.2,70,107426,62.0
Tears of the Sun,2003,6.6,48,100835,66.0
Something's Gotta Give,2003,6.7,66,98384,67.0
Freddy vs. Jason,2003,5.8,37,97224,58.0
The Life of David Gale,2003,7.6,31,96688,76.0
Gothika,2003,5.8,38,95969,58.0
Wrong Turn,2003,6.1,32,95689,61.0
Paycheck,2003,6.3,43,94861,63.0
The Dreamers,2003,7.2,62,92567,72.0
Shanghai Knights,2003,6.2,58,88841,62.0
The Rundown,2003,6.7,59,88636,67.0
Salinui chueok,2003,8.1,82,84631,81.0
The Core,2003,5.5,48,82400,55.0
Cheaper by the Dozen,2003,5.8,46,82143,58.0
Intolerable Cruelty,2003,6.3,71,81985,63.0
Runaway Jury,2003,7.1,61,81968,71.0
Dreamcatcher,2003,5.5,35,81334,55.0
Brother Bear,2003,6.8,48,79680,68.0
Elephant,2003,7.2,70,76443,72.0
Thirteen,2003,6.8,70,73197,68.0
Bom yeoreum gaeul gyeoul geurigo bom,2003,8.1,85,67956,81.0
Mona Lisa Smile,2003,6.5,45,67288,65.0
House of 1000 Corpses,2003,6.0,31,65734,60.0
Girl with a Pearl Earring,2003,6.9,72,65157,69.0
Holes,2003,7.1,71,65034,71.0
Ong-bak,2003,7.2,69,64730,72.0
The Station Agent,2003,7.7,81,61827,77.0
Just Married,2003,5.5,28,61478,55.0
Seabiscuit,2003,7.3,72,60734,73.0
Jeux d'enfants,2003,7.7,45,60662,77.0
